,seller_id,instances,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng
2079,6750d71153f00fc58829af2a8ef1bcf1,6,28800,rio bonito,RJ,-22.696649604752423,-42.57824113740926
2125,28ea411b354f14b1a494be4e79f0ce02,6,5685,sao paulo,SP,-23.60549213904441,-46.70100512469841
2080,44f091b5abab8018f682fce8124b85e5,6,2281,sao paulo,SP,-23.447043306332034,-46.56806216551495
2082,b98b715fe9e276204e2a3464f48cd796,6,3827,sao paulo,SP,-23.48291919337186,-46.46811804567771
2081,2f4b9d112bfa44a214bc6cef085d17c8,6,29600,afonso claudio,ES,-20.064402624633047,-41.09973436567592
2163,3bfad056cf05c00dabe2f895925d83b1,5,6033,osasco,SP,-23.53610430939029,-46.77322312003008
1980,397c4d0c005b6f41f90098ac724e28cb,5,9182,santo andre,SP,-23.6917412910811,-46.525750329483
2158,e73bf2cea7fe4b0b4d287a7568ed1099,5,89812,chapeco,SC,-27.10331667389945,-52.5764295
2162,adbe70ab2c97442046d393988c8d1d27,5,9321,maua,SP,-23.641811712053187,-46.42664499896627
2164,e53d5b9b29d1218281f4a907ada18626,5,85903,toledo,PR,-24.70302091401932,-53.72179029759396
2211,6c1b6d0c604b776f844125f911eb7377,5,5051,sao paulo,SP,-23.525886222074416,-46.69127024562872
2161,ab9db4cf53b08b828b64dccaafc2d9f0,5,96530,paraiso do sul,RS,-29.67070671522657,-53.14203788766094
2213,499ec63c58e51296c9cf57edcfe1c8a8,5,2918,sao paulo,SP,-23.49471019539498,-46.71312170621503
2165,f650a9708fa1bab22bdd8d3a818cc415,5,88901,ararangua,SC,-28.93438156438413,-49.49006054652319
2241,4221a7df464f1fe2955934e30ff3a5a1,5,48602,bahia,BA,-9.3824907350113,-38.204978767733024
2160,8b87cd0d43d49b9bdf40f56229364d59,5,4111,sao paulo,SP,-23.58493091158741,-46.63001924999999
2159,9853a239ab7b7ebbdc3a21248d5b8e1f,5,83602,campo largo,PR,-25.453800231706225,-49.50948973056367
2155,4deebb3199eeafb282ae33229144f94b,5,2112,sao paulo,SP,-23.507288989728217,-46.58665534166385
2157,717b78b0950b51ed00b1471d858b0edc,5,18220,alambari,SP,-23.55101293917251,-47.87187199999997
2156,bca9230d3bbb4efa51872bf605a2f1ad,5,4296,sao paulo,SP,-23.615437672773947,-46.60271819226276
2225,90d4125885ab6c86e8820a722be71974,5,6780,taboao da serra,SP,-23.617823004822213,-46.78893848626577
2154,fc59392d66ef99377e50356ee4f3b4e1,5,40243,salvador,BA,-12.86478732444814,-38.43227465165415
2223,1cd9e0cc1839d55516843def5600816d,5,3951,sao paulo,SP,-23.58353292305826,-46.486496095475786
2153,efff9341f3f8f5237b44ff67ed36a7bf,5,29090,vitoria,ES,-20.24868984312817,-40.25812642884417
2188,3cfa1358a6caa965278721344c8d76f2,5,9831,sao bernardo do campo,SP,-23.775404302996417,-46.520981000496654
2186,43402bdf22aa2310e8f99e2f94f78628,5,9434,ribeirao pires,SP,-23.65035863883824,-46.36435902114318
2187,809413606dbfe5deefd2db646693ef67,5,4602,sao paulo,SP,-23.614275342489485,-46.67383902692021
2166,11eac105f3f90a9b87b19c89d91e24f3,5,7411,sao paulo,SP,-23.40063569969415,-46.326888782916605
2189,a4bd6e9adf39b63f43dc545d3ca1f53d,5,21020,rio de janeiro,RJ,-22.823759200899957,-43.26957763321603
2242,9ac4f14370b1e24ddc58be041b7f99df,5,76330,jaragua,GO,-15.723130641733102,-49.30515372083272
2210,3903c788ded8dc03b5ebab37a2f3e9a1,5,6332,carapicuiba,SP,-23.5229535412148,-46.82552347323959
1917,3d01d1c414c44b5943a09619ff3853cb,5,13040,campinas,SP,-22.923162117911488,-47.05098572952856
2152,97e995629983723d11830a829bc2b246,5,12604,lorena,SP,-22.727961148362184,-45.10142494921801
2202,7d7866a99a8656a42c7ff6352a433410,5,1320,sao paulo,SP,-23.5544071537596,-46.63764434263373
2167,7b7ed56ae755e2880f2b69632e839c1e,5,74230,goiania,GO,-16.68828473662,-49.26526220532904
2221,5566627eab3fe93fd6ee08798226101a,5,83005,sao jose dos pinhais,PR,-25.52621377147577,-49.1900645703446
2220,e2a1ac9bf33e5549a2a4f834e70df2f8,5,1210,sao paulo,SP,-23.53735884901036,-46.638134402446745
2216,4b39558c138930b9e5489c93b6df5fe3,5,49055,aracaju,SE,-10.871187393852638,-37.05728382733758
2231,e59e489e2ea74bd409b798b5daf49de3,5,87060,maringa,PR,-23.43494397876847,-51.934403813803655
2193,31eec405c9bb71dec8e2629a92e764fa,5,29300,cachoeiro de itapemirim,ES,-20.84112853574557,-41.10860346389307
2219,b4b447d715f9ab302a188fb43d3e96b3,5,4711,sao paulo,SP,-23.623498824248177,-46.69784201151252
2207,fc38b5dceee1a730fad8853453437fbd,5,13073,campinas,SP,-22.874139031363608,-47.05367992033592
2021,da03c298e3999e9d828591fc2179d109,5,4041,sao paulo,SP,-23.600410770365563,-46.63712219608749
2194,5f0057b677eb963672bf05dfa3f16c34,5,1309,sao paulo,SP,-23.55304518872989,-46.65607793574357
2233,7b8e8ec35bad4b0ef7e3963650b0a87b,5,88705,tubarao,SC,-28.46397031112588,-48.98075684338551
2206,7aa538dd6e114e503a2e6154ea352253,5,15807,catanduva,SP,-21.1179971892973,-48.94045210491087
2077,6e4f5ff6b086632ba8dcb558fb10249e,5,95270,flores da cunha,RS,-29.015129999999942,-51.13411542012794
2195,7d294cf9a6a69dc6a0c3e540fff0e039,5,88390,barra velha,SC,-26.607402545323087,-48.60017088818823
2234,a5bff0f43eb51f0cad7c37fac7244c8a,5,4827,sao paulo,SP,-23.719291819334316,-46.69836117138896
2196,89d9a386b0b6e5fc8403071b03f7206a,5,3103,sao paulo,SP,-23.553329689422377,-46.60125428864907
2204,c0aff2da32c17759d30b22fb0af6649d,5,88032,florianopolis,SC,-27.469330476410214,-48.46811922044447
2197,bdb3edbaee43a761e2d4f258dc08f348,5,18680,lencois paulista,SP,-22.58583596514548,-48.7948970816506
2198,d79e8478eed9999493990b44955fb22e,5,20081,rio de janeiro / rio de janeiro,RJ,-22.894750162646407,-43.18058846710719
2203,606ce7768feac12c5e8bd58db8b08f0f,5,13084,campinas,SP,-22.81440569663573,-47.07456438842403
2235,8e34331b7eedd03be4e5d965c1956225,5,4009,sao paulo,SP,-23.58234951393174,-46.63557261134677
2218,901b460cdce0c64e471230d7f2f9f3a3,5,90620,porto alegre,RS,-30.03405291618097,-51.1902214879392
2199,4170f6a9367e6b5d6401d03ce6d54569,5,71906,brasilia df,DF,-15.830522999999992,-48.01003649999999
2200,117cfc326c6d50da67ca858ff5c0c852,5,25530,sao joao de meriti,RJ,-22.78939764356041,-43.37292529223964
2217,b45d7ebfb7378630f1bcd74b6ff86ff7,5,30285,belo horizonte,MG,-19.870351962259747,-43.87774108618497
2236,0c7f30ae9b147eca07affbef92832a6a,5,84020,ponta grossa,PR,-25.067411517629367,-50.115320397310846
2201,1e8c6a4c538f286aee9573239740a4b4,5,13251,itatiba,SP,-22.980591561532,-46.82720117793576
2100,8060d731897e33b5c5ae575ce1e209e1,5,89052,blumenau,SP,-26.88147000518885,-49.06309425644876
2238,c113b8df1fc375bc3d73d29c1b1144d1,5,8021,sao paulo,SP,-23.49552264723873,-46.4286012799065
1883,ba6b68b55fe8704377a7d43c8e5c0185,5,30130,belo horizonte,MG,-19.896838407438395,-43.91991196740207
2174,fedf2c1386e137f296b3bbf3b635e69d,5,3410,sao paulo,SP,-23.543555930059423,-46.548666687056446
2226,df47da4ae86fa4db890d05aaf24e21d8,5,4360,sao paulo,SP,-23.635144309740895,-46.66079011601936
2228,228e4c1a0be164f613d41c24345f9d2c,5,86360,bandeirantes,PR,-23.09123628475013,-50.34631849999997
2168,38af8acfd46ac4a7bf754e8ca6736664,5,4364,sao paulo,SP,-23.636825518177638,-46.66770268220901
2169,09bad886111255c5b5030314fc7f1a4a,5,1022,sao paulo,SP,-23.544280236741912,-46.63023791550086
2170,41e0fa5761c886a630994a55c12087e7,5,11446,guaruja,SP,-23.932805880558742,-46.17077019250797
2229,33dd941c27854f7625b968cc6195a552,5,29107,vila velha,ES,-20.34364502251399,-40.29368399999999
2171,c53bcd3be457a342a97e39e5a9f0be22,5,49980,neopolis,SE,-10.315386381665435,-36.57422852666284
2172,83353a83fd769dfafa4f21a72b15e3e5,5,5786,sao paulo,SP,-23.62991352470065,-46.76944381307902
2173,54219883e72aad869adfb2a54b7bfa0f,5,18060,sorocaba,SP,-23.479048061199386,-47.45922031210684
2239,debe6615cd90cc0c2eac2b8988e1f628,5,4282,sao paulo,SP,-23.606535635581963,-46.60828758451152
2214,2528744c5ef5d955adc318720a94d2e7,5,13202,jundiai,SP,-23.19292385103985,-46.864522729384326
2175,f783a638e9c6af4a7d0dbfde811e7a81,5,3063,sao paulo,SP,-23.530453669715538,-46.55620020996593
2191,4dc646b9b9e8e411ef48ba000ea3ac6f,5,13272,valinhos,SP,-22.93768715665699,-46.98701236541472
2215,b566ab0ef88016e00422755e305103c6,5,37640,extrema,MG,-22.810277999999947,-46.216669999999965
2176,86bf77bdb52e615674772d5817c6212f,5,94410,viamao,RS,-30.065979046751128,-50.83887999999996
2177,818d28f936e791926d33bcb6ee94ef79,5,4141,sao paulo,SP,-23.60757923757864,-46.62904927935825
2178,253f95b3a0e6983ae18aed49fbc2b845,5,4141,sao paulo,SP,-23.60757923757864,-46.62904927935825
2179,427165bf50f8ca07efc7bdc2bfcf1688,5,13471,americana,SP,-22.71910276824975,-47.330781700386645
2209,4391ea5c5990502176a1dcda44a2373d,5,91910,porto alegre,RS,-30.09470091581694,-51.2261730313636
2185,6bd69102ab48df500790a8cecfc285c2,5,4293,sao paulo,SP,-23.6193919730798,-46.61029549624909
2182,94ca168e8bcb407ab85c5da308863027,5,16250,clementina,SP,-21.553734506027247,-50.43903580013244
2208,71593c7413973a1e160057b80d4958f6,5,3407,sao paulo / sao paulo,SP,-23.54135917568814,-46.54789324132954
2190,7f35f9daf223da737b78738fbae4d977,5,13272,valinhos,SP,-22.93768715665699,-46.98701236541472
2230,365e445f796710c3431557e85caa25db,5,4083,sao paulo,SP,-23.6103829844481,-46.65318581848348
2181,5236605f4d4b0b3e4df85b850393fca0,5,3311,sao paulo,SP,-23.53887447996365,-46.56121750069249
2183,269cff2d3c8d205c11f37a52402ea93b,5,15803,catanduva,SP,-21.124702561198,-48.98056556405435
875,010da0602d7774602cd1b3f5fb7b709e,5,9710,sao bernardo do campo,SP,-23.70213809908248,-46.54511769011488
605,6c17baf138731a4aaacc3210adf2037b,5,14400,franca,SP,-20.52855579669566,-47.391852005844285
946,7a9c12e235c36247c3c81f50d6ea9cea,5,9541,sao caetano do sul,SP,-23.61411,-46.556241742632
1603,35ef5aa32949680f627efec3c23e705c,5,88960,sombrio,SC,-29.071827,-49.611397102261385
1598,72c38a04bd6a1c3dbc5298425a0db86d,5,85804,cascavel,PR,-24.9811107561573,-53.47707756676657
546,4bcec44888b30ba9001234c534716d3f,5,9230,santo andre,SP,-23.614581796216587,-46.501181983213904
572,6548c2550b6e2d8f18053216e1c7b6f3,5,9920,diadema,SP,-23.672424949218005,-46.61485639561283
195,8fec2e460530482132c436cfb5439925,5,18500,laranjal paulista,SP,-22.92518110343831,-47.82443718557545
1558,1bc2e21de46adfea6b98cc96b00f3b40,5,89228,joinville,SC,-26.272304767125146,-48.77197346732729
1264,6bd503a8230299c9316fb0f726933927,5,75650,morrinhos,GO,-17.71444796378272,-49.08272237676421
1116,5dc203c7b84a0e71e878a179de05fb9a,5,17580,pompeia,SP,-22.088940911051445,-50.14900640202948
1287,883dd81e82754ac2c65e9790a7db8c9a,5,81070,curitiba,PR,-25.44980766749383,-49.28204327655963
2184,f9d010e39375d9c91dce3f40b73a2f84,5,12600,lorena,SP,-22.716074249999963,-45.11413620788848
801,49cdc90518a4f82676b38b3c1aa43ff6,5,3031,sao paulo,SP,-23.52833381848348,-46.61826949423456
181,70f84699be677ec988d1fa824aef7d90,5,35700,sete lagoas,MG,-19.421246029931066,-44.20746817766543
1072,2dd1fb6f0e42a2243b8a01e40cd41216,5,80240,curitiba,PR,-25.44254292783772,-49.27742286511052
262,bff9deb0ec77d437f3305a79cf25529e,5,13481,limeira,SP,-22.557497935618045,-47.36983432147516
1063,a37c340b91cb0169e8b029db6440fba2,5,4424,sao paulo,SP,-23.684089009224813,-46.637579565281655
787,a7c88262832dfc683781d6a421edefae,5,8710,mogi das cruzes,SP,-23.47477340931741,-46.18136880605863
759,7a91bf945c6fae0779f1c61ce97fe45c,5,26562,mesquita,RJ,-22.764926971239504,-43.41877293555747
1322,29fe9f200d3fa0c668d2aa1ec7e08dfb,5,88330,balneario camboriu,SC,-26.971891376074787,-48.58777480641337
722,167fd940acebc789debd6eb418c46e38,5,14405,franca,SP,-20.50308874516733,-47.40013146039615
786,01ed254b9ff8407dfb9d99ba1e17d923,5,8710,mogi das cruzes,SP,-23.47477340931741,-46.18136880605863
56,9485a23c0430ba1d58d359391606fce6,5,9015,santo andre,SP,-23.653393679987307,-46.51326665875125
616,57df9869a600bd6b7c405f2a862eccfb,5,37540,santa rita do sapucai,MG,-22.219183915627728,-45.69164481355569
2243,8b655f0855926bcb49f5835d38dfddf6,5,6192,osasco,SP,-23.524463224971274,-46.79455632001267
1406,f19516b9ff26bfeb091b30108db4ddbd,5,13160,artur nogueira,SP,-22.537071193266694,-47.15066986411139
1389,b76a1f8356322f12529c37b67d5c96c2,5,11015,santos,SP,-23.9332004102596,-46.29891250014423
643,61b18775be84fb700a6b2d0ba097bf66,5,14808,araraquara,SP,-21.764130220427287,-48.11514482861103
632,46ef1a25845fc051c2998d878354810c,5,35530,claudio,MG,-20.36409433606234,-44.6821653773091
716,25be943a321c8938947bdaabca979a90,5,9725,sao bernardo do campo,SP,-23.69238886733221,-46.55231513035777
1356,3fadb4cba4c35bce6a7eaf9872d5623a,5,95013,caxias do sul,RS,-29.157752482587934,-51.193820798847554
266,1b65c144b17e607c0f37f10bb7dfec8d,5,89160,rio do sul,SC,-27.18925055862137,-49.587502981575696
2263,4e2627090e6e5b9fabba883a37897683,5,31565,belo horizonte,MG,-19.827579373304832,-43.87639603205608
396,f92d8c817434bd2d84d4e9c61322b7fa,5,18048,sorocaba,SP,-23.53056101915858,-47.46283825506376
2255,52454f90d4c30c016768db02f88c1a74,5,13091,campinas,SP,-22.84002014829306,-47.02237373658627
2257,039e6ad9dae79614493083e241147386,5,3560,sao paulo,SP,-23.54527901664842,-46.49467208228982
2253,4d232b78ab7ef10393dc3807d827bc0d,5,30120,belo horizonte,MG,-19.91490724340702,-43.92439310832718
2252,cf1313c6e2c01c2f4b014f97db4bcd2b,5,22050,rio de janeiro \rio de janeiro,RJ,-22.969099904654577,-43.18421823258696
2251,741f8c587cb4248ebc5b779a0e8e0e51,5,9110,santo andre,SP,-23.66178002104857,-46.4969469457269
2258,7df1fc11cc5cbc518b39faa60cf5d67c,5,79112,campo grande,MS,-20.4304320004275,-54.64739892219052
2259,97e4a63591ca439a2b8b7efd20e6e19e,5,20520,rio de janeiro,RJ,-22.92135744240868,-43.221589888712494
2261,8fb791022c1fc8909664f48ab7dc636d,5,3976,sao paulo,SP,-23.609508463788963,-46.48514316180968
2262,762fafdaa57a532ee0119731697579dd,5,13311,itu,SP,-23.25607081681003,-47.3067338566564
2256,2fb25ab44bdbeae6a4d816e0d0c9d500,5,27274,volta redonda,RJ,-22.4971562514571,-44.091818793801615
856,ef9952469137ff190bacafe117f51537,5,38022,uberaba,MG,-19.75323557354841,-47.934396364314985
2264,189ca3538ce9f920cacf0f982cbe223b,5,3589,sao paulo,SP,-23.54361140743839,-46.48126818643096
2265,1d2732ef8321502ee8488e8bed1ab8cd,5,20031,rio de janeiro,RJ,-22.8643654768335,-43.17079970413754
510,09883d9ab71c8fe8a9bfc7fc3075b07e,5,8180,sao paulo,SP,-23.416072637803666,-46.403908480985656
2250,aded58c8142dedc5494a81f948431fab,5,22051,rio de janeiro,RJ,-22.936995995556597,-43.17582940980434
2248,534a01cc6df1e034e05c32028a291fa2,5,13214,jundiai,SP,-23.117516946448056,-46.861335953226096
2247,cd843d4cf8ef32827de0396605163ba3,5,36071,juiz de fora,MG,-21.767693154596323,-43.30796996142302
325,f021c962aaba8ef6eb527a9c2c8394d1,5,88301,itajai,SC,-26.90199220706617,-48.64954223176754
914,4c1c7281388a33dd06daac44f9fadbd1,5,17510,marilia,SP,-22.19022701583294,-49.92793218872988
2245,8fe8786ee000001ab51d030dfd4a7bf1,5,88490,paulo lopes,SC,-27.95103628281826,-48.67050566252546
1820,74c7dec0a384d8a05950e629bd23bde9,5,13845,mogi guacu,SP,-22.342339694212534,-46.94479419000227
69,979e9f8b5b39dd243a2550c8b05aecf0,4,4160,sao paulo,SP,-23.623071118241057,-46.60293659755326
2359,ed46f1eb4a638113deb2a1137b5f22e9,4,89080,indaial,SC,-26.893349760123225,-49.232615431566266
2358,40536e7ca18e1bce252828e5876466cc,4,7747,caieiras,SP,-23.38958217994903,-46.71565843233893
75,bd0a1b0aadca9a83d9304f7e8ff5fbd5,4,1212,sao paulo,SP,-23.53628778573488,-46.63693403996196
2342,d73cbd89533ce8b041a9190241453ac8,4,36525,guiricema,MG,-20.999621057154283,-42.70389199999997
2360,a5ff20ff766e7f50bd5066f33da14413,4,5522,sao paulo,SP,-23.590911688037394,-46.73546676187309
2356,a13aaf2d2886ab9fb30fb9a920160b8f,4,89207,joinville,SC,-26.31670403274858,-48.82166182278264
651,800214c63934acd05d47e84214db8ba8,4,89251,jaragua do sul,SC,-26.47557925036057,-49.06997992754927
745,941554c5757b73ba0e50aa7732310afc,4,4142,sao paulo,SP,-23.610744974464783,-46.618174409515866
2347,7fe21dd00d2f4943ae09525efa2fd674,4,20551,rio de janeiro,RJ,-22.91067343488121,-43.23518999999999
2346,f4ce8ca9fa7157e3b33f536ac9a4487d,4,16306,penapolis,SP,-21.398556498426554,-50.08013065948624
2349,d7b2377bae6ace1b11fc69a11900ac36,4,2415,sao paulo,SP,-23.465816300623175,-46.62983436412592
2350,e5f9e61ceb5f523cc966e0f34095032f,4,88353,brusque,SC,-27.09960944237496,-48.89344968538664
2361,5b97c06a046398e7005b2b7c0d707a92,4,38770,joao pinheiro,MG,-17.392193556473114,-45.83182719988825
2344,f049a72cf58fd31b11f8919cade515e7,4,1023,sao paulo,SP,-23.5390214074384,-46.63065304010618
2352,134285d1f41da5c13a756ee8142c8a4e,4,2523,sao paulo,SP,-23.504138792749995,-46.65353748389985
1100,11d4c477d09821164bca4f70a2eae031,4,14075,ribeirao preto,SP,-21.125376823632468,-47.77227625506376
2354,bcf5566870987da7bc811fbc8c5b9fd9,4,3378,sao paulo,SP,-23.54457476845823,-46.42831319228115
1086,939f6e231201f26803cb5c3a3d2940b3,4,17051,bauru,SP,-22.32438219426981,-49.09168604648282
38,02b72cdeb9cfcc429f1af6f4e3f3b737,4,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
2355,6025c79c035c3d772133b8b8238463b2,4,83327,pinhais/pr,PR,-25.390350833505863,-49.12106976725754
2348,17eea220a40cc0d2c0c5346379682398,4,3565,sao paulo,SP,-23.535688945322875,-46.49154241326679
2357,5bf397d04035b5f45cc41e82ec106803,4,4144,sao paulo,SP,-23.61435077395869,-46.63435687538231
2343,c714262700f93defc16bf17a51a4cb23,4,2751,sao paulo,SP,-23.48936770552254,-46.67963205107045
2351,eec3469d83e142f9a104886655338c37,4,17030,bauru,SP,-22.31236736934456,-49.03767804039464
154,0692610d8abe24f287e9fae90ea0bbee,4,2310,sao paulo,SP,-23.46604099417162,-46.59723140896761
1035,8dfbc5ff27df12f6cef751d3b9554222,4,80220,curitiba,PR,-25.438464,-49.25481754773823
798,e51f22821f0c12a16ad5c020cdcd55e9,4,6341,carapicuiba,SP,-23.56702989100242,-46.81538774999999
2373,e9e446d01bd10a97a8ffcfc4a3a20cb2,4,2261,sao paulo,SP,-23.464751479600665,-46.57565412960936
2046,52a50b42accf164f9f019941e5759d9b,4,13820,monte alegre do sul,SP,-22.61796842189733,-46.67906781760109
2374,b0398568231ba5e6734af1881671a317,4,29704,colatina,ES,-19.51670025116385,-40.63570464507847
2375,28fb0829fd777877cdc350d25cb5bd5b,4,15051,sao jose do rio pret,SP,-20.73828623908772,-49.35171949999996
2049,ea4e9ce63a2134743b4a92777437fcdd,4,88135,palhoca,SC,-27.66534868122975,-48.66114553956654
2376,05730013efda596306417c3b09302475,4,88813,criciuma,SC,-28.66435300462173,-49.319113628508326
2377,160e4f13fd3a64b1b86807be88b5ffb0,4,83409,colombo,PR,-25.36937408138277,-49.17515393888426
2378,2493dc3f20131696a0ecdb9948051a8d,4,71065,brasilia,DF,-15.83919352926091,-47.96787552688584
561,b88e7c57cb2d8b973b7dd4a2bfa14b36,4,81350,curitiba,PR,-25.489894384879047,-49.279130689935016
2379,d8d9567d0bfb0bc7eb845a205ba42657,4,3688,sao paulo,SP,-23.526522534277785,-46.48082318406468
289,0f0c984a4a955310903b6b6008660bad,4,14403,franca,SP,-20.532984442771863,-47.36010605181535
290,9cf787a239c1aa29dbd76f153dc13f9a,4,14403,franca,SP,-20.532984442771863,-47.36010605181535
521,4e42581f08e8cfc7c090f930bac4552a,4,13660,portoferreira,SP,-21.830637020768787,-47.44864108192776
364,2ee0a0689f2f6a72f35a7cb6033f6e7e,4,19025,presidente prudente,SP,-22.091392968186355,-51.39934496335843
469,7c9130f5f3729edd32aa059141d92484,4,17400,garca,SP,-22.1960277393134,-49.6209926620507
2044,044668ccd5316b12a7cf0d54a156e3e9,4,6016,osasco,SP,-23.52634698366869,-46.775551663861584
2372,21c62b998a043ebe31161d38f84929fc,4,60110,fortaleza,CE,-3.7216710693360886,-38.51071751841207
91,dc50afafdfa325eadc890c7fa42a8f4e,4,87050,maringa,PR,-23.42035752421628,-51.90568228249511
2371,939e6227d6964a11a70aa91243e418f2,4,36408,conselheiro lafaiete,MG,-20.63849022255395,-43.776483587155546
770,34a557286ead8fe75c989e0afcf7d98c,4,14406,franca,SP,-20.49977793102451,-47.38484472366274
2362,e3e15e2c0b9700561efac21c6be48066,4,5315,sao paulo,SP,-23.53294984347043,-46.7306308076442
2363,2fa13c8bd5705d279f7ed5cc9ec61c68,4,4679,sao paulo,SP,-23.67034687001729,-46.67796771648682
2364,0b64bcdb0784abc139af04077d49a20e,4,92420,canoas,RS,-29.876023331804813,-51.162565297831335
106,119d1aef1b4144adba89163f6cd9f5d4,4,13920,pedreira,SP,-22.71188902267404,-46.65813811804285
617,5194c22ed1f616ec0c0f33c571542879,4,37540,santa rita do sapucai,MG,-22.219183915627728,-45.69164481355569
2365,2b2fed75b8e5ea3a052fc4c0825da485,4,36015,juiz de fora,MG,-21.751681809048407,-43.3502000095793
2366,5275ca25d0358ca73864e0ae41be1320,4,7024,guarulhos,SP,-23.46702855314792,-46.52918970956766
2367,0743a0239d764b9a0f959a57d07e36ab,4,3138,sao paulo,SP,-23.58578267277396,-46.57937869386578
790,29e6e05b65f93bc224c644319dc52ecf,4,36010,juiz de fora,MG,-21.758843232298503,-43.34017483131361
146,26b482dccfa29bd2e40703ba45523702,4,13450,santa barbara d´oeste,SP,-22.748539556694343,-47.400989299490014
150,9dc79dd988ac42f4d56c340d7048420a,4,3569,sao paulo,SP,-23.54026727338563,-46.48801196142304
2340,a70e9066dbfd10b6b97a3f54a1356762,4,86975,mandaguari,PR,-23.50634532242993,-51.654844774479685
2368,39f776d2974049026ff531fc42ef2a3e,4,74835,goiania,GO,-16.640590500000005,-49.2638575246668
2369,353e21e8bf8de2722b4fae1636664b76,4,92120,canoas,RS,-29.9346020044434,-51.15630825000001
2341,a080fc8a850289b27500f6b49cca2553,4,3382,sao paulo,SP,-23.578639250072108,-46.528381309740894
1831,7e79d65b5c6f1f544b7daea036acf720,4,9572,sao caetano do sul,SP,-23.628137311962604,-46.556241742632
2339,954e95f20808d7e5d11f0de292d078e0,4,35930,joao monlevade,MG,-19.79874598170651,-43.11866904710391
2307,1352e06ae67b410cdae0b2a22361167b,4,26051,rio de janeiro,RJ,-22.682848543665,-43.41092697006604
1539,bf961104a38e01b9062ee026bb657dee,4,14055,ribeirao preto,SP,-21.148022525391,-47.77973180062799
2285,10264f60a8f0a4d2f30810f5c661c673,4,13090,campinas,SP,-22.87789488516767,-47.0319292872314
2286,252e76235acb79183cfca6e34f13337d,4,13090,campinas,SP,-22.87789488516767,-47.0319292872314
2287,e5c84227854980f1db19a58958c551d9,4,83823,fazenda rio grande,PR,-25.649630551900056,-49.28209911499994
2289,f1b854361f4e15d5851b494df66f22b2,4,20020,rio de janeiro,RJ,-22.90477091450753,-43.16909279626646
2290,a0a14e50070f3225b3eabba5b85da517,4,81900,curitiba,PR,-25.530651085765307,-49.26862811059501
2291,a0d7fbb07bb5ebc3b05980e750db56f3,4,8500,ferraz de vasconcelos,SP,-23.538797837756704,-46.363728820392566
1502,e9729944ba65dc3ce425e0c5a22ae7b2,4,25730,petropolis,RJ,-22.34316487333568,-43.102212738218334
2292,45c20d94d9171b0bcfab3c955e47d67b,4,13490,cordeiropolis,SP,-22.47147431049275,-47.415762
2293,830379336fad8c6f3b15a4a3ddb5c66e,4,2518,sao paulo,SP,-23.506956748910174,-46.66282746932888
2294,ab91571efab27993ff2f6b36e38055c3,4,4319,sao paulo,SP,-23.646188608661767,-46.63331336193227
2295,1ca4bdb0cd7fc48e949bac066188ed26,4,36773,cataguases,MG,-21.37331049403353,-42.6900883054386
2337,762ed976527cddf02787edba70fffa2a,4,86026,londrina,PR,-23.28606060892157,-51.14534743692686
2298,5145090ab595c0d0b8557199f5701fbf,4,82900,curitiba,PR,-25.43954212965033,-49.21413988856826
2299,4e85b538b0dad58852641540686d0e14,4,12238,sao jose dos campos,SP,-23.248828142651096,-45.8946529052167
2301,0d4c8269e7f0401201794deef160edd6,4,14076,ribeirao preto,SP,-21.15027829093209,-47.78187731181838
2302,aeb36d67f1414f234d42a29e27cf1f17,4,9060,santo andre,SP,-23.65360281764676,-46.5417684955566
2303,12c2ed9cded6138cf0c75f525f565fc7,4,11709,praia grande,SP,-24.072253126677516,-46.5786134948641
1429,a56e351445e5863fc8960640ba9190c7,4,88306,itajai,SC,-26.92206342791505,-48.62774700312716
1425,a3082f442524a1be452e3189e003b361,4,81560,curitiba,SP,-25.450633126837094,-49.20869465416363
2304,7d948535954aaf8c5d39db007f74372e,4,11442,guaruja,SP,-23.89588088938141,-46.153635208712174
1411,ac51cac5e20d69ff485a54746488ef48,4,14096,ribeirao preto,SP,-21.187071406228952,-47.76252581062696
2305,7402d13c03a7e91366337cd1de471144,4,86181,cambe,PR,-23.27419113711118,-51.26350761513499
2284,e5d4b2b0c3bca22085f7a19a28de0c42,4,89201,joinville,SC,-26.2948996290623,-48.8416902485429
2283,8a43128d7f9a3db592b866e6861a6cce,4,8080,sao paulo,SP,-23.47976626036653,-46.41772492064621
2282,51209b446b2073894bdc0face6c73ffc,4,29104,vila velha,ES,-20.32999802922932,-40.30221409013373
2272,b7e1750c1157341d2abd0251e07c186b,4,5741,sao paulo,SP,-23.608956059668795,-46.74566503125408
2254,c7dcd301ecfe5ab7f778ac172cf74be7,4,30120,belo horizonte,MG,-19.91490724340702,-43.92439310832718
1764,052577151711aec5c744fe12e66db3e1,4,89136,rodeio,SC,-26.82922507074462,-49.3121928751195
1760,d52cbce9845184537284a23c3bc3da0e,4,88495,garopaba,SC,-28.015222752641755,-48.61254077401538
1753,c7bb64409aa480bb7d0335faaaf3d242,4,89218,joinville,SC,-26.260757938269585,-48.850263834450296
2267,7c51de0ab286204ce75ff42bf7c10d92,4,88380,picarras,SC,-26.721787069608517,-48.663327964765294
